t,S,E,I,R,D,V
328.70000000000005,108006.09719670453,11.449004574398472,33.93216879768409,883029.0364136238,8919.485216299223,0.0
328.8,108005.96681712526,11.36006727002835,33.66862531935717,883029.5144453822,8919.490044902841,0.0
328.90000000000003,108005.83745032824,11.271820859923414,33.40712842430799,883029.9887643832,8919.494836003863,0.0
329.0,108005.7090884442,11.18425997534737,33.14766222010292,883030.4593994664,8919.499589893592,0.0
329.1,108005.58172367075,11.097379293232896,32.890210949214335,883030.9263792256,8919.504306860857,0.0
329.20000000000005,108005.45534826511,11.01117353116931,32.6347589743328,883031.3897320367,8919.508987192283,0.0
329.3,108005.32995454287,10.925637446591454,32.38129077597411,883031.8494860618,8919.513631172334,0.0
329.40000000000003,108005.20553487807,10.840765836779548,32.12979095247889,883032.305669249,8919.518239083316,0.0
329.5,108005.08208170309,10.756553538859535,31.880244220013584,883032.7583093323,8919.522811205368,0.0
329.6,108004.95958750878,10.672995429802693,31.63263541256929,883033.207433832,8919.527347816476,0.0
329.70000000000005,108004.83804484436,10.590086426425966,31.38694948196278,883033.6530700544,8919.53184919246,0.0
329.8,108004.71744631745,10.507821485391826,31.143171497836075,883034.095245092,8919.536315606982,0.0
329.90000000000003,108004.59778459341,10.426195602743935,30.901286646277878,883034.5339858256,8919.540747331564,0.0
330.0,108004.4790523933,10.345203812589672,30.66128022581866,883034.9693189322,8919.545144635671,0.0
330.1,108004.36124250012,10.264841191276611,30.42313765979882,883035.4012708619,8919.549507786476,0.0
330.20000000000005,108004.24434775193,10.18510285275809,30.1868444827765,883035.829867863,8919.553837049114,0.0
330.3,108004.12836104084,10.105983947842972,29.952386338313477,883036.2551359859,8919.558132686718,0.0
330.40000000000003,108004.01327531299,10.02747966419552,29.71974897897474,883036.677101083,8919.562394960427,0.0
330.5,108003.8990835685,9.9495852263357,29.488918266329424,883037.095788809,8919.566624129377,0.0
330.6,108003.78577886158,9.872295895638832,29.259880170949778,883037.5112246207,8919.570820450706,0.0
330.70000000000005,108003.6733543004,9.7956069703359,29.032620772412045,883037.9234337768,8919.574984179557,0.0
330.8,108003.56180304717,9.719513785513417,28.807126259296105,883038.3324413386,8919.579115569068,0.0
330.90000000000003,108003.4511183175,9.6440117126838,28.583382927910105,883038.738272171,8919.583214870407,0.0
331.0,108003.34129337857,9.569096158564811,28.361377178587183,883039.140950951,8919.58728233283,0.0
331.1,108003.23232155478,9.494762568943253,28.141095527128208,883039.5405021452,8919.591318203478,0.0
331.20000000000005,108003.12419622147,9.421006424389804,27.92252459222392,883039.9369500339,8919.595322727606,0.0
331.3,108003.01691080404,9.3478232395651,27.705651093406324,883040.3303187139,8919.599296148617,0.0
331.40000000000003,108002.91045877777,9.275208563219609,27.490461851048323,883040.7206320994,8919.603238708067,0.0
331.5,108002.80483366798,9.203157978193923,27.276943786364566,883041.1079139214,8919.607150645661,0.0
331.6,108002.7000290499,9.131667101418426,27.06508392141048,883041.4921877276,8919.61103219926,0.0
331.70000000000005,108002.59603854879,9.060731583913583,26.85486937908312,883041.8734768829,8919.614883604869,0.0
331.8,108002.49285583981,8.990347110789813,26.646287383120796,883042.2518045692,8919.61870509665,0.0
331.90000000000003,108002.39047464756,8.920509400849998,26.43932525692324,883042.6271937873,8919.622496906934,0.0
332.0,108002.28888874431,8.85121420545883,26.233970420127143,883042.9996673634,8919.626259266288,0.0
332.1,108002.18809195526,8.782457312117124,26.030210399192544,883043.3692479297,8919.629992403321,0.0
332.20000000000005,108002.0880781528,8.714234540499483,25.828032815763994,883043.7359579456,8919.633696544897,0.0
332.3,108001.98884125549,8.646541741812472,25.627425384775105,883044.0998197013,8919.637371916166,0.0
332.40000000000003,108001.89037522815,8.57937479879449,25.428375914448228,883044.4608553177,8919.641018740573,0.0
332.5,108001.79267408182,8.512729625716052,25.23087230629524,883044.8190867458,8919.64463723985,0.0
332.6,108001.69573187375,8.446602168379467,25.03490255511664,883045.1745357683,8919.648227634014,0.0
332.70000000000005,108001.59954270741,8.380988404119126,24.840454749002337,883045.5272239976,8919.651790141383,0.0
332.8,108001.50410073248,8.315884341801366,24.647517069331304,883045.8771728774,8919.655324978552,0.0
332.90000000000003,108001.40940014434,8.251286021456718,24.456077789680105,883046.2244036837,8919.658832360434,0.0
333.0,108001.31543518246,8.187189513232665,24.266125272656204,883046.568937531,8919.662312500304,0.0
333.1,108001.2222001353,8.123590920700197,24.077647979691932,883046.9107953543,8919.66576560963,0.0
333.20000000000005,108001.12968933492,8.060486377189912,23.890634460274907,883047.249997929,8919.669191898263,0.0
333.3,108001.03789715617,7.9978720451983465,23.70507335019431,883047.5865658736,8919.672591574472,0.0
333.40000000000003,108000.9468180166,7.935744116387868,23.520953371540614,883047.9205196501,8919.675964844942,0.0
333.5,108000.85644637655,7.874098811586929,23.33826333270629,883048.251879564,8919.679311914779,0.0
333.6,108000.76677673911,7.812932380789779,23.15699212838499,883048.5806657638,8919.682632987506,0.0
333.70000000000005,108000.67780365009,7.752241103156715,22.97712873957226,883048.9068982417,8919.68592826506,0.0
333.8,108000.5895216981,7.6920212870139695,22.798662233565235,883049.2305968332,8919.6891979478,0.0
333.90000000000003,108000.50192551398,7.632269269513467,22.621581762952907,883049.5517812186,8919.692442234524,0.0
334.0,108000.41500976935,7.572981415662936,22.44587656268774,883049.8704709293,8919.69566132251,0.0
334.1,108000.32876918117,7.514154121384743,22.271535959146433,883050.1866853305,8919.69885540737,0.0
334.20000000000005,108000.24319850671,7.455783810127864,22.09854936016489,883050.5004436394,8919.702024683218,0.0
334.3,108000.15829254281,7.3978669323187685,21.926906253415723,883050.8117649283,8919.705169342702,0.0
334.40000000000003,108000.07404612584,7.340399965361321,21.756596206407984,883051.1206681249,8919.708289577013,0.0
334.5,107999.99045413172,7.283379413637011,21.587608866487813,883051.4271720118,8919.711385575869,0.0
334.6,107999.90751147593,7.226801808504691,21.41993396083769,883051.7312952267,8919.714457527536,0.0
334.70000000000005,107999.82521311346,7.170663708300807,21.2535612964771,883052.0330562625,8919.717505618806,0.0
334.8,107999.7435540389,7.114961698339296,21.088480760262232,883052.332473467,8919.720530035012,0.0
334.90000000000003,107999.66252928584,7.0596923905968,20.9246823179519,883052.629565045,8919.723530960046,0.0
335.0,107999.5821339257,7.004852422814508,20.76215601149949,883052.9243490631,8919.726508576388,0.0
335.1,107999.50236307172,6.950438461327805,20.60089196743526,883053.216843434,8919.729463064983,0.0
335.20000000000005,107999.42321187454,6.896447197933266,20.44088038764604,883053.507065934,8919.732394605388,0.0
335.3,107999.34467552131,6.842875349380756,20.282111547874138,883053.7950342051,8919.735303375803,0.0
335.40000000000003,107999.2667492358,6.789719657373329,20.124575797717057,883054.0807657555,8919.73818955308,0.0
335.5,107999.18942827835,6.736976888567453,19.96826356062815,883054.3642779592,8919.741053312713,0.0
335.6,107999.11270794584,6.68464383457276,19.813165333915872,883054.6455880563,8919.743894828845,0.0
335.70000000000005,107999.03658357178,6.632717311952259,19.65927168874444,883054.9247131527,8919.746714274264,0.0
335.8,107998.96105052625,6.581194162222247,19.50657327013353,883055.2016702205,8919.749511820402,0.0
335.90000000000003,107998.88610421545,6.5300712515610755,19.355060796094183,883055.4764760991,8919.752287637357,0.0
